label,ax,ay,az,gx,gy,gz
3,-5.93,6.96,2.86,-0.20,0.05,0.04
3,-4.79,6.96,1.85,-0.36,-0.27,"0.29"
3,-4.56,7.23,3.34,-0.36,0.08,0.44
3,-0.96,7.18,4.37,-0.30,-0.01,"0.24"
3,-2.97,7.29,5.20,-0.21,-0.11,0.07
3,-2.96,7.75,4.92,0.01,-0.19,-0.04
3,-3.76,7.49,4.60,0.08,-0.27,-0.03
3,-3.93,7.75,2.91,0.05,-0.22,0.01
3,-3.48,7.09,1.01,-0.34,-0.15,-0.06
3,-5.24,7.02,-2.95,-1.06,-0.79,"0.15"
3,-4.97,4.45,-1.76,-2.15,0.26,0.45
3,-4.04,2.06,2.64,-2.05,-1.19,0.89
3,-1.97,1.32,3.47,-2.09,-0.96,1.23
3,-0.24,-1.40,3.72,-1.88,-1.46,1.33
3,2.74,-7.78,3.24,-2.59,-1.79,1.83
3,1.75,-17.18,2.77,-3.35,-3.10,2.53
3,2.07,-27.05,-14.25,-3.56,-3.63,3.99
3,16.25,-34.54,-18.01,-8.73,-5.54,7.51
3,32.65,-53.08,12.75,-7.74,-4.23,6.29
3,42.52,-26.14,16.90,-1.79,-4.71,3.57
3,17.97,-13.15,29.58,-1.96,-1.71,1.22
3,10.43,-7.03,13.53,1.99,0.27,-0.64
3,5.57,-11.89,-4.42,0.65,0.31,"-0.83"
3,-3.51,-11.34,-5.04,0.42,1.13,-0.64
3,0.34,-10.55,-3.74,0.19,0.07,-0.12
3,1.38,-9.67,-2.15,-0.17,0.16,-0.08
3,1.28,-9.51,-0.83,-0.00,-0.26,"-0.04"
3,4.08,-10.43,-0.50,-0.13,0.04,0.06
3,2.21,-9.50,-0.33,-0.05,-0.20,-0.17
3,2.32,-9.74,0.14,-0.07,0.25,-0.05
3,2.29,-10.09,-0.02,-0.12,-0.16,0.02
3,1.92,-9.67,0.06,0.06,0.06,-0.04
3,2.90,-9.59,-0.77,-0.12,-0.18,0.01
3,1.39,-9.73,-0.66,0.06,-0.11,0.01
3,2.88,-10.51,-0.67,-0.08,0.11,0.14
3,2.59,-10.07,-0.32,-0.13,0.08,0.16
3,2.34,-9.46,-0.45,0.03,-0.06,0.09
3,2.02,-9.66,-0.53,-0.10,-0.14,0.12
3,2.57,-9.79,-0.44,-0.24,-0.38,0.18
3,2.59,-10.18,-0.71,0.22,-0.01,-0.07
3,2.37,-10.11,-0.56,-0.01,-0.13,-0.01
3,2.20,-9.56,-0.79,0.09,-0.10,-0.02
3,2.32,-9.84,-0.83,-0.07,-0.00,0.12
3,2.37,-10.07,-0.51,-0.05,0.24,0.14
3,1.93,-9.69,-0.56,-0.09,0.22,0.17
3,1.66,-9.95,-0.43,0.12,-0.16,-0.06
3,2.32,-9.48,-0.89,-0.10,-0.17,-0.05
3,1.93,-9.82,-0.40,0.05,-0.09,-0.01
3,2.18,-10.10,-0.45,-0.09,-0.10,-0.01
3,2.30,-9.62,-0.75,0.04,0.02,"0.01"
