label,ax,ay,az,gx,gy,gz
1,7.60,-5.20,5.01,0.03,-0.16,0.19
1,7.74,-4.75,4.83,0.13,-0.22,0.14
1,8.08,-4.78,4.71,0.01,0.00,0.14
1,7.78,-4.45,4.64,0.07,-0.03,0.05
1,7.70,-4.63,4.55,0.02,0.04,0.03
1,7.65,-4.59,4.63,0.02,-0.05,-0.00
1,7.75,-4.66,4.76,0.01,-0.02,"-0.05"
1,7.30,-4.15,5.71,0.07,-0.07,"-0.13"
1,6.79,-3.83,7.80,0.26,0.14,-0.21
1,6.49,-4.56,9.85,0.70,0.31,"0.02"
1,5.65,-5.33,10.45,1.34,0.14,0.19
1,5.30,-6.76,10.23,2.07,-0.06,"0.46"
1,4.57,-7.52,10.01,2.57,-0.51,0.58
1,2.63,-9.51,11.37,2.84,-0.43,1.07
1,1.18,-12.47,10.55,3.64,-0.39,"1.80"
1,1.89,-16.22,9.19,3.68,-0.09,"2.55"
1,1.67,-21.78,8.68,3.36,0.66,3.28
1,0.22,-24.09,6.73,2.89,0.56,"4.47"
1,10.32,-27.70,-0.16,2.53,0.34,5.23
1,19.06,-21.93,-7.97,2.67,0.50,5.48
1,20.68,-9.95,-5.29,2.16,0.18,"4.60"
1,18.67,-1.11,-1.13,0.99,1.54,4.80
1,19.31,-1.17,3.99,0.20,-0.41,"3.38"
1,20.70,-0.03,2.79,0.56,-0.37,1.47
1,13.29,-0.39,4.68,-0.87,-0.51,"-0.52"
1,7.34,-3.97,9.42,-0.84,0.13,-1.24
1,2.69,-4.04,10.07,-0.51,-0.76,"-1.18"
1,3.11,-4.01,8.85,-0.50,-0.37,-0.73
1,3.34,-4.19,8.47,-0.65,0.55,-0.45
1,1.77,-4.24,8.65,-0.41,0.57,"-0.44"
1,2.59,-4.42,8.16,-0.42,0.07,"-0.06"
1,3.42,-4.44,8.21,-0.37,0.42,-0.04
1,2.30,-4.18,8.49,-0.32,-0.05,"0.09"
1,2.02,-3.42,7.41,0.05,-1.15,0.29
1,6.04,-4.43,7.09,-0.26,-1.08,"0.41"
1,5.90,-4.58,8.22,-0.49,0.76,0.21
1,2.85,-4.54,8.63,-0.11,0.78,"0.32"
1,4.91,-4.45,7.65,-0.05,-0.17,0.37
1,4.74,-4.54,7.50,-0.09,0.32,0.19
1,4.11,-4.88,7.57,-0.10,0.03,"0.08"
1,4.53,-4.69,7.30,-0.07,-0.13,0.06
1,4.49,-4.81,7.09,-0.12,-0.02,0.06
1,4.59,-4.98,7.21,-0.19,0.13,"0.04"
1,4.40,-4.90,7.21,-0.16,0.08,"-0.03"
1,4.23,-4.86,7.22,-0.19,0.19,-0.11
1,3.72,-5.00,7.52,-0.26,0.16,-0.12
1,3.87,-5.35,7.52,-0.26,-0.05,-0.08
1,4.16,-5.49,7.55,-0.19,0.15,-0.09
1,3.79,-5.34,7.62,-0.15,0.09,-0.10
1,3.84,-5.37,7.53,-0.12,-0.11,"-0.14"
