label,ax,ay,az,gx,gy,gz
1,8.03,-1.63,5.95,-0.04,-0.01,0.06
1,8.18,-1.55,5.89,-0.07,-0.01,"0.04"
1,7.96,-1.50,5.78,-0.07,0.04,"0.01"
1,8.09,-1.54,5.96,-0.10,0.02,-0.02
1,7.80,-1.61,6.18,-0.03,0.00,-0.02
1,7.97,-1.64,5.96,0.01,0.00,-0.02
1,7.72,-1.57,5.80,0.01,0.01,-0.01
1,7.75,-1.60,6.07,-0.02,0.05,0.02
1,7.41,-1.45,6.67,0.17,0.09,0.04
1,7.37,-1.34,7.19,0.16,0.03,"0.11"
1,6.50,-1.25,8.23,0.42,0.06,0.20
1,5.07,-2.49,10.81,0.74,-0.42,0.64
1,5.77,-2.10,9.75,1.90,-1.21,0.90
1,5.32,-2.40,10.03,1.87,0.15,1.12
1,1.96,-4.00,13.12,2.04,1.00,1.77
1,1.80,-12.69,15.15,3.11,0.49,3.23
1,3.65,-16.58,15.33,3.33,0.90,3.91
1,4.31,-20.99,11.81,3.53,1.06,"4.45"
1,7.32,-20.02,5.01,3.00,0.90,4.75
1,12.53,-17.25,1.48,2.26,1.47,4.69
1,11.44,-10.50,0.81,2.62,0.92,3.74
1,11.97,-4.06,0.68,1.37,0.72,2.99
1,10.90,-2.31,1.07,0.32,-0.26,"2.50"
1,9.84,-2.12,3.70,-0.34,-0.82,"1.94"
1,8.94,-1.34,5.15,0.03,-0.52,0.91
1,7.22,-0.74,5.71,0.13,-0.13,0.57
1,6.64,-1.44,6.87,-0.17,-0.17,"0.52"
1,6.88,-1.63,7.65,-0.17,-0.23,0.32
1,6.88,-2.27,8.41,-0.26,-0.03,"0.17"
1,5.95,-1.82,8.96,-0.19,0.01,-0.12
1,5.19,-1.96,9.13,-0.10,-0.14,-0.23
1,4.93,-1.97,9.40,-0.13,0.10,"-0.24"
1,3.96,-1.95,8.64,0.08,0.05,"-0.23"
1,4.81,-1.90,8.19,-0.08,0.09,-0.12
1,4.31,-1.94,8.18,-0.12,0.18,"-0.07"
1,4.53,-2.08,8.27,-0.10,0.12,-0.13
1,4.23,-1.86,8.37,-0.08,0.09,-0.07
1,4.36,-1.84,8.25,-0.08,0.07,-0.10
1,4.18,-1.73,7.63,-0.06,0.08,0.13
1,4.64,-2.20,8.53,-0.33,0.13,0.04
1,4.63,-2.27,8.78,-0.17,-0.00,"-0.09"
1,4.34,-2.20,8.85,-0.13,0.06,-0.12
1,3.42,-2.32,8.98,-0.09,0.03,-0.06
1,4.68,-2.16,8.78,-0.14,-0.12,"0.03"
1,4.21,-2.15,8.52,0.06,0.01,-0.04
1,4.53,-2.35,8.32,-0.06,0.05,-0.05
1,4.23,-2.13,8.32,-0.01,0.06,-0.11
1,4.08,-2.20,8.45,-0.04,-0.07,-0.01
1,4.07,-2.26,8.45,-0.00,-0.00,0.04
1,4.75,-2.04,8.28,-0.06,-0.00,"0.07"
