label,ax,ay,az,gx,gy,gz
4,3.85,-8.65,3.49,-0.09,0.19,-0.04
4,3.77,-8.77,3.52,-0.06,0.13,-0.04
4,3.98,-8.79,3.51,-0.01,0.05,"-0.07"
4,3.78,-8.60,3.33,-0.03,0.07,-0.08
4,3.94,-8.54,3.34,-0.00,0.06,-0.07
4,4.00,-8.40,3.40,-0.04,0.08,-0.06
4,4.60,-8.67,4.12,-0.03,0.08,"-0.16"
4,5.15,-7.75,5.23,-0.02,0.09,-0.19
4,6.09,-7.65,6.92,0.13,0.27,"-0.26"
4,6.98,-7.57,8.86,0.53,0.27,-0.30
4,9.51,-7.99,10.08,1.09,0.06,-0.57
4,11.86,-10.18,12.17,1.60,0.93,"-1.37"
4,12.57,-14.85,17.54,1.93,1.76,"-2.44"
4,9.42,-14.64,15.93,4.01,0.52,-2.30
4,12.20,-14.86,14.85,4.16,0.79,-2.67
4,12.53,-17.31,14.39,4.83,0.79,-2.87
4,10.57,-17.09,8.29,5.70,0.06,"-3.64"
4,7.30,-14.75,1.17,5.22,-0.27,"-4.34"
4,2.97,-10.69,-3.92,4.27,0.11,-4.99
4,-4.19,-5.25,-6.69,2.82,0.70,"-5.62"
4,-10.05,0.01,-8.13,1.42,1.87,-4.18
4,-12.88,-0.35,-6.45,0.72,0.38,-2.69
4,-10.32,3.53,-5.24,0.82,-0.88,"-0.38"
4,-7.86,4.14,-3.68,0.38,-0.83,"0.16"
4,-6.04,6.15,-2.15,-0.16,-0.56,0.32
4,-5.45,6.26,0.02,-0.74,0.01,"0.17"
4,-6.05,7.07,1.21,-0.78,-0.01,-0.03
4,-6.08,7.83,1.83,-0.55,-0.03,"0.15"
4,-5.98,7.93,1.95,-0.27,-0.23,0.27
4,-4.66,7.71,2.09,-0.10,-0.30,0.33
4,-4.35,7.97,2.00,0.14,-0.40,"0.18"
4,-4.34,7.55,1.73,0.12,-0.23,-0.09
4,-5.04,7.28,1.58,0.02,-0.04,-0.24
4,-5.20,7.24,1.48,-0.07,-0.15,"-0.18"
4,-5.51,6.90,1.77,-0.13,-0.01,"-0.27"
4,-6.10,7.31,1.80,-0.09,-0.08,-0.18
4,-6.45,7.16,1.94,-0.01,-0.00,-0.01
4,-5.79,7.50,1.48,0.04,-0.34,0.10
4,-5.12,6.83,1.76,-0.09,-0.06,0.00
4,-5.85,6.83,1.62,-0.04,0.02,"-0.12"
4,-6.01,6.44,2.21,-0.16,0.07,"-0.08"
4,-5.61,7.13,1.79,-0.06,-0.30,0.12
4,-5.96,6.99,1.67,-0.13,0.06,0.07
4,-5.18,6.75,1.77,-0.07,0.21,-0.06
4,-5.66,6.56,1.53,-0.19,0.44,"-0.15"
4,-6.52,6.44,1.42,-0.09,-0.03,0.03
4,-5.63,7.10,1.17,-0.21,-0.05,0.15
4,-5.98,7.24,1.26,-0.28,0.28,0.18
4,-4.58,7.18,2.35,-0.62,-0.11,0.26
4,-5.17,7.20,2.69,-0.30,0.01,"0.06"
