label,ax,ay,az,gx,gy,gz
2,-2.92,-5.22,7.53,-0.02,0.20,0.07
2,-2.89,-5.16,7.31,0.09,0.06,0.05
2,-2.66,-4.98,7.03,0.04,0.11,0.12
2,-2.97,-4.99,7.24,-0.03,0.07,"0.07"
2,-2.56,-4.81,7.44,-0.05,0.09,"0.06"
2,-2.44,-4.89,8.29,-0.05,0.17,"0.05"
2,-1.87,-4.57,9.56,-0.00,0.18,-0.10
2,-2.40,-3.28,10.18,0.21,0.55,-0.23
2,-2.42,-3.92,10.81,0.32,0.78,-0.07
2,-0.71,-4.14,10.93,0.41,0.68,-0.12
2,0.22,-5.27,11.05,1.00,1.71,-0.36
2,0.05,-5.72,10.65,1.44,1.51,-0.51
2,1.64,-6.42,10.13,1.97,1.31,-0.84
2,2.10,-8.21,10.15,2.44,1.30,-1.30
2,2.24,-11.37,11.33,3.05,1.43,-1.92
2,-1.50,-14.25,14.93,3.16,1.16,-2.26
2,3.73,-21.82,12.40,3.96,-2.38,-2.36
2,-1.48,-31.43,5.95,5.17,0.01,-6.19
2,-14.31,-28.54,-0.93,6.75,0.40,"-5.40"
2,-21.98,-10.28,-4.91,5.38,-2.07,-4.27
2,-21.16,-3.87,-3.93,2.38,-1.90,-2.90
2,-14.79,-1.18,0.17,0.89,-1.19,"-0.93"
2,-9.88,3.83,2.22,0.12,-0.14,"0.28"
2,-6.04,3.68,5.83,-0.87,0.26,0.84
2,-4.77,3.49,8.70,-0.73,-0.32,"0.74"
2,-0.91,1.99,8.78,-0.18,0.12,0.81
2,-2.97,1.93,8.53,-0.02,-0.22,0.30
2,-2.20,2.02,8.11,0.01,-0.38,"0.21"
2,-2.74,2.21,7.61,-0.13,-0.16,0.07
2,-4.11,2.87,7.75,-0.27,-0.21,-0.06
2,-3.61,1.89,7.81,-0.31,-0.15,0.06
2,-3.78,2.19,8.17,-0.27,-0.07,0.11
2,-2.43,2.46,8.55,-0.45,-0.13,0.35
2,-2.63,2.66,9.17,-0.32,-0.23,0.30
2,-4.15,2.03,11.30,-0.44,-0.77,0.48
2,-1.62,1.40,9.13,0.74,-0.37,0.53
2,-1.03,2.06,7.59,0.20,-0.14,0.37
2,-0.96,1.93,7.68,0.01,0.11,0.16
2,-1.91,2.29,8.00,-0.26,0.12,0.11
2,-3.55,3.04,8.66,-0.13,-0.08,0.00
2,-1.85,2.49,8.72,-0.28,0.19,0.51
2,-1.49,2.05,9.47,-0.19,0.31,0.43
2,-1.18,1.98,9.50,-0.11,0.06,0.26
2,-1.41,2.47,8.79,0.16,-0.11,0.09
2,-1.72,2.90,8.23,0.09,-0.01,0.04
2,-1.92,2.38,8.49,-0.10,-0.05,0.11
2,-1.92,2.33,8.57,-0.03,0.09,0.02
2,-2.06,2.60,8.48,-0.05,0.12,"0.05"
2,-2.06,2.59,8.53,-0.14,0.04,"0.07"
2,-1.56,2.39,8.74,-0.09,0.12,"0.11"
