label,ax,ay,az,gx,gy,gz
2,5.30,-4.01,7.66,-0.06,0.23,-0.06
2,4.75,-4.11,7.91,-0.04,0.32,"-0.01"
2,5.01,-4.21,7.80,-0.03,0.12,0.03
2,4.98,-4.30,7.53,0.08,0.04,-0.02
2,4.87,-4.16,7.15,0.08,0.01,"-0.05"
2,4.89,-3.86,7.21,-0.01,0.08,"-0.04"
2,5.15,-3.19,7.23,-0.07,0.15,-0.01
2,6.06,-1.98,7.59,-0.17,0.20,0.10
2,11.37,0.59,9.45,-0.25,1.47,0.12
2,8.60,-5.14,10.41,-0.31,1.52,0.09
2,10.54,-5.58,5.47,0.44,-0.93,-0.79
2,10.58,-5.94,3.12,-0.02,-0.01,-1.59
2,9.09,-6.71,3.83,-0.35,0.90,-2.27
2,7.63,-5.09,8.15,-0.90,1.32,-2.24
2,8.37,-10.07,7.60,0.20,1.05,-2.32
2,7.84,-9.36,4.20,-0.02,0.11,-2.99
2,13.13,-13.02,1.06,-1.16,0.29,-4.00
2,14.17,-19.32,0.20,-2.25,0.54,-5.99
2,17.04,-27.47,2.09,-2.94,-0.21,-8.17
2,14.67,-37.07,4.83,-3.02,0.09,-8.73
2,-5.10,-30.49,13.40,-4.22,0.72,"-8.58"
2,-17.85,-22.08,15.46,-0.31,1.30,"-5.52"
2,-14.85,-0.22,13.18,0.23,-0.08,"-1.88"
2,-4.25,0.41,7.93,1.32,1.11,0.45
2,1.67,4.25,6.48,0.68,0.04,"0.99"
2,5.30,3.28,7.76,0.46,-0.31,0.93
2,5.52,2.14,8.94,-0.31,-0.38,0.50
2,3.95,0.85,10.43,0.15,-0.20,0.57
2,5.08,2.76,8.23,0.34,0.06,0.60
2,3.55,3.07,7.33,0.50,0.51,0.72
2,3.49,3.73,7.37,0.16,-0.33,0.72
2,4.10,2.91,8.12,0.07,-0.79,0.72
2,5.53,2.41,8.37,0.28,-0.65,0.60
2,6.86,2.46,8.11,0.47,0.11,0.36
2,5.96,3.13,7.58,0.27,0.38,0.38
2,5.58,2.43,7.10,0.12,0.48,0.43
2,4.51,3.33,7.07,0.21,0.30,0.31
2,4.57,3.19,7.49,0.02,-0.18,0.37
2,5.37,2.91,7.69,0.01,-0.20,0.28
2,5.73,2.77,7.74,0.01,-0.03,0.22
2,5.67,2.81,7.67,-0.02,0.19,0.23
2,5.20,2.70,7.59,-0.01,0.18,"0.15"
2,5.20,2.71,7.63,-0.02,0.11,0.07
2,5.43,2.69,7.57,-0.04,0.06,0.07
2,5.26,2.62,7.64,-0.09,0.06,0.03
2,5.39,2.37,7.82,-0.08,0.09,0.05
2,4.96,2.70,7.65,-0.02,0.09,0.04
2,5.18,2.62,7.77,-0.12,0.04,0.07
2,5.27,2.56,7.76,-0.12,0.01,0.07
2,5.17,2.39,7.87,-0.09,0.07,"0.01"
