label,ax,ay,az,gx,gy,gz
1,3.56,-4.93,7.69,-0.03,-0.07,0.03
1,3.38,-4.67,7.68,-0.07,0.05,"0.07"
1,3.54,-4.72,7.76,-0.07,0.07,"0.08"
1,3.53,-4.76,7.81,-0.06,0.04,"0.07"
1,3.74,-4.75,7.69,-0.07,-0.01,0.08
1,3.73,-4.65,7.68,-0.04,0.11,0.04
1,3.41,-4.72,7.89,-0.06,-0.01,0.01
1,3.27,-4.86,7.98,0.03,0.10,0.03
1,2.69,-5.28,8.21,0.04,0.04,0.13
1,1.19,-6.13,9.00,0.16,0.07,0.23
1,-1.69,-7.21,9.60,0.53,-0.07,0.56
1,-5.90,-9.00,10.47,0.61,-0.30,1.18
1,-7.23,-12.38,10.29,1.17,-0.54,2.65
1,-7.32,-15.11,8.50,1.63,-0.74,4.17
1,-5.02,-18.72,5.94,1.25,-1.94,5.44
1,3.14,-22.32,0.66,1.05,-1.99,6.43
1,10.57,-19.61,-0.77,1.27,-0.82,5.95
1,14.68,-15.31,1.30,0.95,-0.34,4.44
1,14.23,-6.08,3.38,1.41,0.98,"3.22"
1,10.67,2.44,8.02,-0.70,-0.03,2.18
1,9.31,-0.45,9.51,-0.53,-0.11,1.22
1,7.19,-1.16,9.23,-0.31,-0.69,0.42
1,4.77,-2.02,9.34,-0.40,-0.66,-0.28
1,3.13,-2.55,9.32,-0.39,-0.16,"-0.58"
1,1.93,-2.71,9.47,-0.39,0.37,-0.77
1,2.26,-3.03,9.57,-0.38,0.36,-0.70
1,0.34,-2.91,9.78,-0.17,-0.02,-0.64
1,2.00,-4.72,10.45,0.01,0.71,-0.74
1,-1.79,-3.30,9.82,0.36,0.24,-0.93
1,-0.81,-2.77,8.83,0.07,-0.15,-0.54
1,-0.42,-3.43,8.84,0.05,0.38,-0.38
1,0.11,-3.57,9.10,0.03,0.48,-0.31
1,0.01,-2.96,8.74,0.12,0.32,-0.35
1,-0.65,-2.79,8.53,0.03,0.17,-0.20
1,0.20,-2.92,8.55,-0.01,0.05,-0.16
1,-0.39,-2.85,8.89,-0.09,0.10,"-0.13"
1,0.12,-2.93,8.94,-0.07,-0.05,-0.02
1,0.78,-3.20,9.09,-0.07,0.02,"-0.09"
1,0.23,-2.63,8.95,0.02,0.14,-0.21
1,0.16,-2.67,8.80,-0.10,-0.08,-0.15
1,0.15,-2.92,9.11,-0.07,0.01,-0.10
1,0.21,-3.06,9.06,-0.07,-0.09,-0.14
1,0.09,-2.87,9.04,-0.08,0.07,"-0.15"
1,-0.17,-3.01,9.03,-0.05,-0.01,"-0.05"
1,0.44,-3.17,9.09,-0.11,0.03,-0.03
1,0.40,-2.99,9.01,-0.04,0.01,-0.05
1,0.48,-2.96,8.86,-0.07,0.04,-0.04
1,0.54,-3.05,8.92,-0.09,-0.01,-0.03
1,0.47,-2.98,8.97,-0.10,0.05,-0.06
1,0.53,-2.97,9.00,-0.08,-0.03,"-0.05"
