label,ax,ay,az,gx,gy,gz
2,4.75,-4.39,7.34,-0.00,0.03,-0.06
2,4.91,-4.51,7.37,-0.00,0.01,"-0.05"
2,4.80,-4.38,7.39,-0.01,-0.01,-0.07
2,4.87,-4.27,7.44,-0.04,0.04,-0.06
2,4.70,-4.26,7.37,0.03,0.03,"-0.05"
2,5.15,-4.16,7.40,-0.00,0.04,"-0.09"
2,5.64,-2.99,7.60,-0.03,0.08,-0.07
2,6.60,-2.49,7.83,-0.13,0.25,"0.07"
2,8.77,-2.85,7.46,-0.11,0.33,-0.02
2,9.97,-3.99,6.46,-0.08,0.42,-0.43
2,9.68,-5.09,6.08,-0.13,0.64,"-0.93"
2,7.54,-6.56,5.76,-0.17,0.14,-1.40
2,7.08,-6.75,4.82,-0.09,-0.19,-1.79
2,5.91,-6.07,4.70,-0.36,0.58,-1.96
2,6.06,-6.36,5.55,-0.88,0.09,-2.02
2,10.48,-8.42,4.90,-1.22,-0.56,-2.68
2,8.62,-8.25,4.16,-0.95,-0.44,-3.06
2,12.54,-9.42,2.44,-1.65,0.84,-3.80
2,16.99,-16.34,3.11,-2.73,0.60,-4.76
2,18.59,-21.45,9.02,-3.32,-0.65,"-7.07"
2,-0.50,-25.41,10.91,-2.59,1.45,"-8.32"
2,-17.86,-14.04,13.10,1.03,1.93,-5.38
2,-13.87,-2.52,11.93,-0.53,0.04,"-2.48"
2,-1.01,1.96,7.38,0.36,0.49,-0.74
2,1.66,6.39,6.45,-0.12,1.16,"0.11"
2,2.14,5.11,7.93,-0.22,-0.09,0.09
2,4.26,3.74,8.72,-0.21,-0.34,"-0.17"
2,0.68,3.39,9.76,0.14,0.35,0.16
2,3.87,3.45,7.61,0.15,0.22,0.31
2,3.28,4.08,7.50,0.07,0.42,0.14
2,2.77,4.16,7.99,-0.01,0.23,"0.44"
2,2.63,4.58,8.02,-0.01,0.22,"0.38"
2,3.09,3.79,7.93,0.08,0.15,0.32
2,2.58,4.17,7.86,-0.02,-0.03,0.31
2,3.34,3.54,8.33,-0.06,-0.01,0.32
2,3.31,4.07,8.28,-0.08,-0.07,0.27
2,3.56,3.85,8.29,-0.09,0.12,0.16
2,2.98,3.74,8.23,-0.07,0.12,"0.13"
2,3.30,3.66,8.07,0.02,0.25,0.10
2,2.90,3.81,8.06,-0.05,0.11,"0.15"
2,2.63,3.69,8.05,-0.06,0.03,0.17
2,2.66,3.70,8.33,-0.17,-0.26,0.12
2,3.43,3.85,7.74,-0.32,-0.61,0.09
2,4.12,3.21,8.49,-0.18,0.17,0.12
2,3.12,3.49,8.49,-0.06,0.08,"0.10"
2,3.29,3.16,8.36,0.00,0.27,"0.06"
2,3.16,3.30,8.05,-0.05,0.07,0.08
2,3.24,3.21,8.21,-0.06,0.04,0.08
2,3.42,3.42,8.19,-0.05,-0.00,"0.08"
2,3.31,3.42,8.37,-0.09,-0.02,"0.07"
