label,ax,ay,az,gx,gy,gz
5,3.89,-1.55,8.20,-0.02,0.07,-0.01
5,3.94,-1.79,8.34,-0.06,0.03,"0.04"
5,4.09,-1.56,8.39,-0.11,0.03,"0.06"
5,4.31,-1.75,8.64,-0.14,0.01,0.05
5,4.36,-1.65,8.81,-0.10,0.04,0.04
5,4.39,-1.34,8.71,-0.12,0.02,-0.02
5,4.79,-0.96,9.01,-0.20,0.02,-0.05
5,6.10,0.46,9.44,-0.20,-0.05,-0.30
5,8.07,2.31,10.89,-0.36,0.24,"-0.59"
5,7.75,1.50,14.01,-0.07,0.48,"-1.54"
5,5.56,0.20,15.61,0.43,0.68,-2.02
5,2.64,-2.05,15.89,0.95,0.93,-1.95
5,2.47,-3.74,14.60,1.22,1.40,-1.34
5,0.52,-4.37,12.16,1.53,0.94,-0.62
5,0.39,-4.12,10.56,1.41,0.87,"0.00"
5,0.09,-4.30,9.00,1.47,1.66,"0.67"
5,-0.87,-3.68,7.17,1.20,1.95,1.30
5,-0.93,-3.38,6.76,0.70,1.86,"1.69"
5,-0.85,-2.63,5.45,0.49,2.19,2.36
5,-0.76,-1.83,4.36,-0.03,2.45,"2.77"
5,-1.54,-1.12,4.26,-0.72,2.44,3.18
5,-1.19,-1.22,4.78,-0.88,1.95,"3.80"
5,-0.25,-1.59,4.15,-0.40,0.93,4.37
5,5.68,-0.08,1.38,-0.43,0.39,4.24
5,7.85,-0.59,2.28,-1.73,0.80,3.47
5,8.90,-1.89,4.56,-2.00,0.05,"2.56"
5,9.76,-0.63,5.77,-2.20,0.51,"1.55"
5,8.85,-2.26,7.03,-2.19,-0.19,0.66
5,8.06,-2.54,8.71,-2.94,0.19,"0.18"
5,9.05,-4.43,10.08,-2.41,-0.82,-0.31
5,8.24,-3.98,10.40,-2.72,-0.39,"-0.74"
5,9.25,-9.03,11.52,-2.42,-1.27,-1.40
5,11.00,-7.59,12.15,-3.14,-0.97,"-1.78"
5,7.06,-8.05,13.98,-2.60,0.02,-2.35
5,7.81,-9.18,13.28,-1.83,0.96,"-2.64"
5,8.51,-7.78,12.57,-1.42,1.82,-3.06
5,6.83,-9.84,14.63,-0.74,1.83,"-3.49"
5,5.54,-10.22,14.29,0.28,1.95,-3.32
5,4.34,-9.71,12.03,0.84,1.60,-2.78
5,4.46,-9.09,8.02,1.12,1.75,-2.54
5,1.46,-6.34,4.14,0.87,1.97,"-2.09"
5,-2.32,-3.90,2.54,0.82,0.75,-2.02
5,0.41,-3.14,2.57,0.98,-1.29,-0.72
5,4.12,-0.08,3.45,0.80,0.95,"0.57"
5,0.91,1.38,5.24,0.13,0.48,0.60
5,4.74,1.98,6.82,-0.36,-0.02,"0.73"
5,4.60,0.87,8.37,-0.54,0.34,0.26
5,3.70,0.97,9.00,-0.29,-0.22,"0.14"
5,3.70,0.48,9.10,-0.22,-0.18,0.16
5,3.32,0.36,9.32,-0.17,-0.30,"0.27"
