label,ax,ay,az,gx,gy,gz
1,5.00,-5.49,6.72,0.03,0.06,0.02
1,5.02,-5.19,6.65,-0.03,0.00,"0.02"
1,4.89,-5.37,6.65,0.02,0.05,-0.00
1,5.04,-5.34,6.63,-0.02,0.06,-0.00
1,4.88,-5.53,6.71,0.02,-0.02,"-0.02"
1,5.12,-5.27,6.58,-0.02,-0.01,"-0.03"
1,5.02,-4.88,7.02,-0.04,-0.05,-0.03
1,5.02,-4.24,8.44,-0.02,-0.17,"-0.11"
1,3.34,-3.81,10.46,0.40,0.14,-0.09
1,-0.15,-2.99,11.76,0.70,-1.14,-0.14
1,4.46,-7.36,12.44,1.44,0.44,"0.96"
1,0.34,-8.78,11.85,2.39,0.58,0.98
1,1.98,-9.78,10.92,2.12,-0.50,1.33
1,-0.55,-9.38,9.80,2.61,0.71,1.83
1,-1.76,-10.88,9.52,1.68,-0.72,2.32
1,1.38,-13.31,7.65,1.96,0.90,2.85
1,0.68,-13.96,7.67,1.29,0.73,3.11
1,0.79,-13.77,5.84,1.31,0.32,3.82
1,6.00,-12.78,1.73,1.43,0.43,4.98
1,10.49,-10.36,2.36,0.36,-0.42,5.82
1,17.34,-4.60,3.71,0.79,0.71,5.53
1,18.80,-3.99,5.67,-0.66,-0.03,2.79
1,9.75,-0.96,7.81,0.09,-0.61,0.36
1,7.80,-0.99,8.42,-0.21,-0.67,0.24
1,2.76,-1.00,9.52,-0.26,0.36,-0.10
1,3.85,-1.79,9.33,-0.29,-0.11,-0.05
1,2.57,-1.28,9.05,-0.23,-0.05,-0.26
1,2.54,-1.95,9.10,-0.29,0.20,-0.17
1,2.62,-2.30,9.21,-0.18,0.18,-0.11
1,3.35,-2.18,9.20,-0.28,-0.06,"-0.17"
1,1.90,-1.88,9.22,-0.18,0.03,-0.29
1,2.44,-2.09,9.44,-0.28,-0.52,-0.02
1,4.56,-2.39,8.96,-0.03,-0.47,-0.07
1,3.79,-2.26,9.03,-0.23,0.05,-0.42
1,1.36,-2.17,9.08,-0.06,0.07,-0.43
1,2.58,-2.45,8.69,-0.14,0.06,"-0.22"
1,2.40,-2.11,8.84,-0.19,0.24,-0.14
1,2.50,-2.80,9.13,-0.14,0.26,"-0.10"
1,2.76,-2.85,8.98,-0.09,-0.17,0.05
1,3.24,-2.17,9.07,-0.05,-0.29,0.12
1,3.45,-2.22,8.78,-0.06,0.07,-0.05
1,2.47,-2.29,8.74,-0.08,0.00,"-0.10"
1,2.97,-2.44,8.60,-0.07,0.07,-0.10
1,2.61,-2.35,8.49,-0.13,0.13,0.02
1,2.68,-2.63,9.00,-0.24,0.20,0.13
1,3.24,-2.86,9.10,-0.15,0.01,0.12
1,3.23,-2.66,8.79,-0.07,0.05,0.01
1,3.11,-2.65,8.85,-0.13,0.14,-0.05
1,2.99,-2.54,8.83,-0.10,0.06,-0.04
1,2.52,-2.59,8.70,-0.06,0.10,"-0.08"
