label,ax,ay,az,gx,gy,gz
1,8.23,-2.14,5.47,-0.12,0.05,0.03
1,8.14,-2.10,5.48,-0.10,0.07,"0.02"
1,8.17,-2.05,5.49,-0.06,0.05,"0.04"
1,8.19,-2.02,5.44,-0.02,0.02,0.02
1,8.20,-2.05,5.39,-0.04,0.04,0.00
1,8.16,-2.02,5.63,-0.01,-0.00,"-0.01"
1,7.27,-2.03,6.95,0.17,-0.02,0.02
1,8.26,-1.55,7.53,0.41,-0.39,0.02
1,6.68,-2.11,9.33,0.50,0.67,"0.14"
1,4.40,-3.07,11.06,1.13,0.40,"0.39"
1,4.09,-6.78,16.09,1.00,1.61,1.22
1,0.52,-10.57,16.50,2.31,2.02,2.58
1,3.58,-15.69,14.98,2.34,2.14,4.05
1,-0.53,-22.26,12.39,2.60,1.70,5.37
1,2.85,-28.60,3.45,2.39,-1.01,6.61
1,10.60,-25.46,-5.53,2.76,-0.93,"6.31"
1,18.09,-14.53,-3.49,2.21,0.92,5.05
1,14.67,-4.17,-2.67,2.42,0.33,3.70
1,16.57,2.36,-1.41,0.05,-0.46,3.03
1,15.14,1.78,4.03,-0.98,0.08,"1.76"
1,10.51,0.02,7.28,-0.54,-0.44,0.46
1,8.53,-0.39,9.40,-0.61,-0.60,-0.20
1,5.21,-1.37,10.18,-0.45,0.01,-0.36
1,4.63,-2.04,10.94,-0.49,0.25,-0.33
1,3.26,-2.25,10.48,-0.08,0.28,"-0.29"
1,4.13,-2.00,9.85,0.08,-0.20,-0.34
1,3.25,-1.87,8.79,0.18,0.11,-0.29
1,3.51,-1.63,7.91,0.07,0.02,-0.22
1,3.26,-1.60,7.95,-0.08,0.15,"-0.13"
1,3.34,-1.54,8.38,-0.11,0.07,-0.07
1,3.61,-1.31,8.57,-0.15,-0.10,0.00
1,3.59,-1.91,9.07,-0.18,0.15,-0.00
1,3.80,-1.77,9.02,-0.08,-0.07,0.02
1,3.75,-1.71,9.05,-0.05,0.01,-0.02
1,3.68,-1.53,8.87,-0.04,0.02,"-0.02"
1,3.66,-1.65,8.87,-0.04,0.03,-0.01
1,3.79,-1.69,8.82,-0.07,0.05,0.01
1,3.68,-1.58,8.70,-0.01,-0.04,-0.01
1,4.00,-1.62,8.63,-0.05,0.01,"-0.01"
1,3.71,-1.66,8.68,-0.04,-0.00,-0.03
1,3.78,-1.59,8.83,-0.08,0.07,-0.02
1,3.81,-1.69,8.77,-0.08,-0.04,0.04
1,3.68,-1.68,8.85,-0.02,0.09,-0.03
1,3.92,-1.64,8.83,-0.01,-0.09,"-0.01"
1,3.78,-1.60,8.65,-0.03,0.04,-0.02
1,3.72,-1.53,8.76,-0.03,-0.02,-0.04
1,3.63,-1.57,8.77,-0.02,-0.01,0.01
1,3.69,-1.64,8.79,-0.03,0.01,"0.01"
1,3.60,-1.57,8.81,-0.00,-0.01,0.04
1,3.85,-1.62,8.67,-0.01,-0.05,"0.05"
