label,ax,ay,az,gx,gy,gz
1,8.51,-2.14,4.93,-0.05,0.02,0.02
1,8.53,-2.21,4.94,-0.08,-0.06,0.01
1,8.49,-2.16,4.98,-0.07,-0.01,0.03
1,8.53,-2.20,4.92,-0.08,0.03,"0.02"
1,8.46,-2.24,4.95,-0.08,0.03,0.01
1,8.53,-2.28,4.93,-0.07,0.01,"0.01"
1,8.54,-2.21,4.77,-0.07,0.03,0.01
1,8.23,-2.26,5.25,-0.07,-0.05,0.01
1,7.00,-2.60,7.90,0.26,-0.03,"0.07"
1,6.07,-2.78,10.26,0.45,0.02,"0.19"
1,4.28,-4.69,13.14,1.15,0.66,0.80
1,3.00,-7.90,15.30,2.06,1.31,1.81
1,4.99,-10.21,14.28,3.27,1.79,2.75
1,6.49,-14.73,12.82,3.34,2.27,3.50
1,4.39,-15.65,9.65,3.70,1.41,4.53
1,5.58,-16.61,7.76,2.70,1.42,"4.83"
1,-0.78,-17.29,7.73,2.22,0.79,5.30
1,-1.18,-20.24,2.41,3.03,-1.28,6.18
1,9.85,-17.29,-1.33,1.87,0.31,"5.93"
1,11.11,-10.71,1.47,0.62,2.28,"4.54"
1,18.33,-5.96,3.66,0.16,-0.06,4.19
1,20.14,-0.12,2.97,0.30,-0.56,2.12
1,15.94,-0.14,4.59,-0.44,-1.12,-0.03
1,7.71,-0.86,7.91,-0.78,-0.10,-0.78
1,4.19,-1.37,9.79,-0.65,-0.25,-0.60
1,3.99,-1.41,9.73,-0.36,-0.02,-0.52
1,4.33,-1.86,9.53,-0.44,0.34,-0.34
1,2.49,-1.83,9.94,-0.20,0.43,"-0.21"
1,3.42,-1.68,8.84,-0.04,-0.14,"-0.09"
1,4.19,-1.91,8.55,-0.11,0.05,-0.14
1,3.15,-1.57,8.53,-0.20,-0.07,"-0.06"
1,3.71,-1.36,8.21,-0.53,-0.00,0.02
1,4.40,-2.14,8.97,-0.50,0.14,0.09
1,3.23,-2.12,9.22,-0.15,0.33,0.07
1,3.87,-2.25,8.84,-0.18,-0.02,0.09
1,4.01,-2.12,8.82,-0.17,-0.10,0.00
1,3.81,-2.30,8.78,-0.01,-0.02,"-0.08"
1,4.02,-2.00,8.23,-0.01,-0.20,-0.06
1,4.35,-2.16,8.32,-0.12,-0.04,-0.03
1,4.06,-2.16,8.27,-0.39,0.08,-0.04
1,4.26,-2.47,8.74,-0.27,0.22,0.04
1,3.51,-2.64,8.86,-0.06,-0.13,"-0.03"
1,4.03,-2.33,8.59,0.01,-0.04,-0.06
1,4.01,-2.38,8.44,-0.07,-0.09,-0.04
1,4.11,-2.48,8.26,-0.05,-0.08,-0.04
1,3.96,-2.31,8.07,-0.10,0.00,-0.06
1,4.12,-2.45,8.69,-0.20,0.13,-0.03
1,4.19,-2.51,8.77,-0.11,-0.04,0.03
1,4.18,-2.56,8.54,-0.06,-0.06,-0.04
1,4.40,-2.44,8.43,-0.03,0.05,"-0.09"
