label,ax,ay,az,gx,gy,gz
3,0.77,7.62,5.07,0.39,0.16,-0.17
3,1.04,7.85,5.34,0.23,0.15,-0.22
3,0.71,7.75,5.39,0.12,0.18,"-0.23"
3,1.18,8.22,5.53,0.12,0.17,-0.35
3,0.46,8.18,5.49,0.02,0.17,-0.41
3,0.29,7.82,5.58,0.06,0.25,-0.40
3,0.00,7.91,5.22,0.19,0.30,"-0.44"
3,-0.45,7.85,4.75,0.21,0.23,-0.51
3,-1.02,7.61,3.94,0.26,0.29,-0.52
3,-1.72,7.18,2.86,0.12,0.12,-0.50
3,-2.97,6.73,1.04,-0.09,0.03,"-0.39"
3,-3.40,6.06,0.65,-0.77,-0.35,0.17
3,-3.74,4.60,-0.38,-1.11,-0.58,"0.77"
3,-2.90,2.46,-0.09,-1.65,-1.00,1.33
3,-1.39,0.33,0.55,-1.87,-1.12,1.95
3,1.62,-4.14,1.53,-2.51,-0.70,2.60
3,3.96,-6.27,4.49,-3.05,-1.94,"3.08"
3,9.55,-11.28,7.63,-2.80,-1.55,3.99
3,10.28,-14.88,9.80,-2.30,-2.52,4.35
3,11.93,-15.22,7.83,-0.52,-3.93,4.77
3,15.07,-10.84,8.63,-1.08,-2.44,4.85
3,19.67,-5.98,10.92,-1.86,-0.11,"4.14"
3,13.48,-7.00,11.44,-2.35,-0.40,3.39
3,18.70,-6.05,9.71,-0.65,-0.71,"1.43"
3,11.05,-3.23,5.41,0.67,-1.35,0.13
3,9.04,-6.56,3.41,0.06,-0.24,"-0.57"
3,5.24,-8.70,2.34,0.12,0.21,-0.83
3,4.07,-9.55,1.72,0.22,0.07,"-0.71"
3,3.67,-8.51,1.64,0.19,-0.25,"-0.45"
3,4.27,-8.44,1.58,0.01,-0.12,"-0.29"
3,4.48,-8.05,1.81,-0.25,-0.08,-0.05
3,5.64,-8.23,2.25,-0.44,-0.04,-0.03
3,5.73,-8.15,2.53,-0.42,-0.00,"0.01"
3,6.21,-7.83,2.72,-0.38,0.07,"-0.01"
3,6.05,-7.90,2.78,-0.37,0.17,-0.04
3,5.91,-7.79,2.93,-0.29,0.03,"-0.05"
3,5.99,-7.86,2.82,-0.10,0.13,-0.11
3,5.82,-7.94,2.59,-0.13,-0.02,-0.05
3,6.05,-8.03,2.49,-0.02,0.03,-0.09
3,5.75,-8.04,2.34,-0.04,0.01,-0.05
3,5.93,-7.98,2.26,-0.02,0.03,-0.01
3,5.99,-7.99,2.18,-0.08,0.12,0.03
3,5.79,-7.79,2.21,-0.05,0.14,0.00
3,5.90,-7.84,2.19,-0.12,0.12,0.03
3,5.67,-7.88,2.21,-0.01,0.02,-0.02
3,6.02,-7.88,2.09,-0.07,-0.07,"0.02"
3,6.02,-7.93,2.10,-0.13,0.10,"0.02"
3,6.05,-8.02,2.29,-0.18,0.20,-0.00
3,5.99,-7.96,2.42,-0.14,0.16,"-0.01"
3,5.93,-7.92,2.45,-0.09,0.10,"-0.03"
