label,ax,ay,az,gx,gy,gz
1,4.62,-0.86,8.09,-0.09,-0.01,-0.04
1,4.98,-1.02,8.25,-0.10,0.01,"-0.03"
1,4.66,-1.05,8.46,-0.11,-0.03,"-0.01"
1,4.81,-1.10,8.47,-0.07,-0.04,-0.00
1,4.66,-1.02,8.45,-0.09,0.02,"0.03"
1,5.14,-1.15,8.45,-0.08,-0.02,0.03
1,4.64,-0.99,8.35,-0.05,0.01,0.02
1,4.91,-0.96,8.34,-0.06,-0.02,0.01
1,4.30,-0.76,8.95,-0.07,-0.11,"0.01"
1,2.98,-0.56,10.71,0.10,-0.22,"0.03"
1,-0.23,-0.65,11.38,0.37,-0.82,0.59
1,0.99,-1.93,10.37,0.82,-2.24,1.39
1,5.60,-4.13,9.70,1.08,-2.03,1.95
1,4.88,-4.75,9.83,1.55,-1.02,1.66
1,5.70,-6.68,11.18,1.88,-1.22,1.66
1,5.20,-8.21,12.62,2.60,-0.55,1.62
1,3.52,-11.41,14.71,3.04,-0.82,1.74
1,1.26,-16.44,12.29,4.39,-1.36,1.98
1,-0.16,-19.55,6.28,4.72,-1.76,2.62
1,9.27,-22.42,-3.56,3.42,-0.39,2.65
1,12.25,-19.65,-10.57,3.35,2.99,4.35
1,15.57,-11.38,-9.78,2.38,-0.78,3.69
1,18.30,0.30,-13.03,2.51,-2.04,2.72
1,18.75,0.58,-10.51,0.39,-1.84,1.04
1,16.82,-1.30,-4.49,-0.74,-1.33,0.01
1,14.28,-1.75,1.84,-0.89,0.31,-0.08
1,11.60,-1.44,4.74,-1.01,0.37,-0.16
1,9.69,-3.85,5.38,-0.73,-0.11,"-0.32"
1,8.65,-3.32,4.97,-0.42,-0.31,"-0.32"
1,8.28,-2.92,3.90,-0.08,-0.31,-0.07
1,9.16,-3.43,2.84,-0.08,0.16,0.17
1,8.65,-3.31,2.34,-0.11,-0.04,0.12
1,9.77,-3.22,2.28,-0.09,0.12,0.09
1,9.77,-2.73,2.45,-0.19,-0.01,0.11
1,9.23,-3.03,2.68,-0.19,0.06,0.01
1,9.54,-3.28,2.88,-0.20,0.08,0.01
1,9.00,-3.20,2.60,-0.11,-0.00,0.05
1,8.94,-3.49,2.72,-0.22,0.12,0.03
1,8.51,-3.59,2.94,-0.19,0.13,"0.12"
1,8.71,-3.90,2.69,-0.01,0.19,0.24
1,9.15,-3.71,2.49,-0.21,0.10,"0.22"
1,9.44,-3.59,2.85,-0.26,0.22,0.22
1,9.55,-3.57,2.65,-0.08,-0.02,"0.12"
1,9.67,-3.79,2.69,-0.20,0.06,0.05
1,9.89,-3.60,3.05,-0.26,0.15,-0.03
1,8.98,-3.59,3.28,-0.27,0.08,-0.11
1,8.94,-3.91,3.26,-0.10,0.06,-0.09
1,8.90,-3.87,2.81,-0.13,0.15,-0.01
1,8.68,-3.94,2.78,-0.13,0.21,"-0.01"
1,9.00,-3.85,2.75,-0.17,0.02,"-0.00"
