label,ax,ay,az,gx,gy,gz
1,6.56,-5.82,4.28,-0.05,0.00,-0.03
1,6.85,-5.94,4.57,-0.06,-0.05,"-0.02"
1,6.78,-5.88,4.76,-0.05,-0.07,"-0.03"
1,6.56,-5.93,4.87,-0.03,-0.03,0.01
1,6.70,-5.87,4.65,0.04,-0.07,0.06
1,6.83,-5.96,4.46,0.01,-0.01,0.05
1,7.02,-5.87,4.33,-0.01,-0.02,0.04
1,7.13,-5.79,4.35,-0.06,0.03,0.01
1,7.23,-5.59,4.52,-0.11,0.02,-0.04
1,7.39,-5.50,5.19,-0.09,-0.11,-0.15
1,7.60,-4.80,6.22,0.04,-0.21,-0.35
1,7.77,-4.39,8.38,-0.10,0.28,-0.45
1,6.40,-6.08,12.41,0.75,1.19,-0.42
1,5.03,-7.35,13.25,1.85,0.41,0.02
1,5.62,-9.48,13.74,2.64,0.52,0.16
1,2.73,-11.84,15.03,3.42,0.81,0.81
1,-0.40,-16.02,15.53,3.99,1.16,1.90
1,-4.62,-20.62,12.44,4.34,1.58,3.39
1,-5.04,-26.80,5.11,4.42,1.10,5.42
1,2.77,-26.94,0.39,2.24,1.33,6.57
1,11.87,-26.87,-2.60,0.69,2.62,"6.66"
1,17.50,-15.69,-0.18,0.29,0.76,"5.22"
1,19.88,-6.84,3.37,-0.38,0.49,4.37
1,17.59,-0.10,4.51,0.16,-1.24,2.88
1,19.07,1.18,5.94,-0.27,-0.79,1.42
1,12.73,-0.17,8.29,-0.42,-0.27,0.07
1,5.34,-1.43,9.91,-0.61,-0.10,-0.59
1,3.04,-1.55,9.33,-0.15,0.15,"-0.29"
1,4.31,-1.53,8.90,-0.33,0.03,"-0.13"
1,3.57,-2.91,9.15,-0.17,0.22,-0.29
1,4.04,-1.90,8.95,-0.23,-0.37,"-0.34"
1,4.19,-1.93,9.04,-0.24,-0.08,-0.24
1,4.06,-2.59,9.52,-0.25,0.02,-0.20
1,3.59,-2.84,9.51,-0.13,-0.18,-0.34
1,3.22,-2.13,8.55,-0.01,-0.14,-0.25
1,3.83,-2.39,8.24,-0.11,0.09,-0.04
1,3.91,-2.49,8.23,-0.15,0.15,"-0.04"
1,4.17,-2.33,8.25,-0.15,0.06,-0.08
1,4.30,-2.51,8.55,-0.25,0.21,-0.21
1,3.65,-2.82,9.34,-0.35,0.31,-0.18
1,3.02,-2.70,9.56,-0.13,0.21,-0.15
1,3.47,-2.44,8.49,0.13,-0.16,"-0.15"
1,3.49,-2.10,8.04,-0.09,0.11,-0.07
1,3.51,-2.43,8.01,-0.18,0.48,-0.02
1,3.07,-2.62,8.13,-0.24,0.23,-0.01
1,3.87,-2.70,8.39,-0.16,0.00,"-0.04"
1,3.11,-2.60,8.73,-0.22,0.05,-0.07
1,3.49,-2.90,9.18,-0.21,0.11,-0.06
1,3.13,-2.58,8.76,-0.10,0.09,-0.05
1,3.77,-2.97,9.15,-0.27,0.33,"-0.11"
