label,ax,ay,az,gx,gy,gz
1,5.77,-4.13,7.15,-0.02,0.11,-0.11
1,5.85,-3.97,6.86,0.04,0.09,-0.09
1,5.75,-4.04,6.83,0.03,0.07,-0.08
1,5.81,-3.85,6.79,0.00,0.07,-0.07
1,5.88,-3.72,6.91,-0.04,0.08,-0.06
1,5.95,-3.45,7.47,-0.10,0.01,"-0.15"
1,5.68,-2.51,8.69,-0.08,0.09,-0.27
1,5.21,-2.16,10.13,0.13,0.30,"-0.27"
1,4.61,-2.05,11.20,0.56,0.48,-0.33
1,2.70,-1.22,10.69,0.98,0.22,-0.03
1,3.04,-1.88,9.70,1.21,1.11,"0.47"
1,-0.63,-4.10,9.97,0.95,0.42,1.08
1,2.69,-7.76,10.05,0.95,0.51,"1.75"
1,-0.90,-9.58,11.61,0.78,1.07,2.03
1,-2.70,-13.79,13.61,1.09,-0.15,"2.87"
1,-3.50,-15.45,11.39,2.28,-0.78,3.45
1,-0.78,-17.24,8.65,2.43,-0.20,"3.95"
1,3.05,-16.87,6.54,2.09,1.33,4.42
1,8.98,-17.38,4.84,0.84,1.46,4.61
1,29.11,-13.92,1.86,1.42,2.41,1.86
1,22.28,3.89,3.37,-0.21,1.16,0.15
1,-3.43,5.46,8.90,-0.06,-0.82,0.49
1,3.96,2.38,6.58,0.91,-0.88,"2.53"
1,1.86,1.17,7.97,0.40,0.40,2.30
1,3.55,-0.15,8.37,0.44,-0.35,2.74
1,9.32,-0.57,6.86,0.55,-0.95,"3.08"
1,9.03,1.45,7.47,-0.67,0.66,"1.14"
1,4.04,0.60,10.22,-0.74,-0.17,0.33
1,4.40,1.00,9.50,0.02,-0.49,0.28
1,3.94,0.37,9.47,-0.05,-0.12,"0.07"
1,3.25,0.18,9.53,-0.13,-0.21,0.00
1,2.51,0.00,9.24,0.03,-0.11,0.14
1,2.51,0.01,8.97,0.05,-0.29,0.23
1,3.42,0.09,8.78,-0.01,-0.01,0.23
1,3.89,-0.28,8.72,-0.07,0.04,0.19
1,3.34,0.24,8.82,-0.11,0.10,0.05
1,3.00,-0.40,9.39,-0.09,0.06,"0.07"
1,3.49,0.06,9.17,-0.02,-0.08,"0.15"
1,3.83,0.06,9.02,-0.09,-0.08,0.15
1,3.21,-0.03,9.08,-0.08,0.01,"0.08"
1,3.51,-0.21,9.19,-0.08,-0.11,0.11
1,4.10,-0.14,8.60,0.02,-0.22,0.11
1,3.68,-0.22,8.57,-0.13,0.03,-0.00
1,3.40,-0.25,8.99,-0.15,0.09,-0.02
1,3.61,-0.12,8.84,-0.11,0.01,0.07
1,3.60,-0.40,9.03,-0.12,0.07,0.01
1,3.61,-0.46,9.06,-0.08,-0.05,-0.00
1,3.67,-0.39,8.97,-0.09,0.05,-0.02
1,3.67,-0.46,8.88,-0.08,-0.03,"-0.01"
1,3.61,-0.45,8.97,-0.11,0.05,"-0.01"
