label,ax,ay,az,gx,gy,gz
2,3.67,-3.17,8.37,-0.03,0.06,0.07
2,3.90,-3.30,8.27,0.00,-0.01,"0.10"
2,3.54,-3.44,8.43,-0.02,0.08,"0.14"
2,3.92,-3.40,8.45,0.02,0.00,0.15
2,3.75,-3.28,8.49,0.04,0.00,"0.18"
2,3.88,-3.19,8.57,0.07,-0.01,0.18
2,4.21,-2.78,8.51,0.06,0.08,"0.18"
2,4.76,-2.36,8.36,-0.11,0.51,0.11
2,4.68,-1.80,9.23,-0.50,0.68,0.04
2,5.21,-2.43,10.16,-0.07,0.69,"-0.13"
2,6.21,-1.59,9.68,0.11,0.41,-0.41
2,7.18,-0.80,9.12,0.33,0.50,-0.78
2,8.22,-0.87,8.68,0.27,1.00,-1.32
2,6.10,-2.70,8.89,0.45,1.05,"-1.74"
2,7.37,-1.69,7.52,0.34,0.32,-1.99
2,7.92,-2.52,7.29,0.21,0.94,-2.42
2,8.35,-3.08,7.11,0.31,0.17,-2.81
2,10.46,-4.28,6.40,0.21,0.24,-3.20
2,13.24,-6.14,6.24,0.08,-0.16,-3.77
2,18.08,-12.08,8.00,-0.22,0.32,-4.87
2,21.55,-16.88,7.96,-0.28,-0.63,-6.82
2,8.60,-25.77,11.16,-0.47,0.99,-7.81
2,0.89,-22.60,10.85,0.46,-0.36,-7.16
2,-5.75,-19.18,12.08,-0.16,-0.22,-6.07
2,-10.37,-13.03,9.71,0.47,-1.31,-4.22
2,-7.76,-6.83,8.43,-0.23,-0.77,-2.06
2,-7.23,-2.22,9.39,-0.50,-0.31,"-0.56"
2,-1.85,0.86,9.24,-0.65,-0.19,0.37
2,0.77,0.83,10.28,-0.92,0.37,0.95
2,0.66,0.59,10.44,-0.49,0.17,"1.05"
2,3.26,-0.29,9.84,-0.25,0.10,"0.91"
2,1.70,-0.48,10.67,-0.06,0.04,0.85
2,2.43,0.19,9.51,0.15,-0.10,"0.70"
2,1.67,0.62,9.33,-0.04,0.21,0.54
2,1.32,0.37,9.56,0.06,0.07,"0.56"
2,2.13,0.74,9.16,0.04,-0.06,0.44
2,1.96,0.75,9.20,0.09,0.11,0.33
2,1.98,0.39,9.22,0.12,-0.12,0.19
2,1.41,0.64,9.23,0.04,-0.09,0.12
2,1.56,0.36,9.12,0.07,-0.08,0.12
2,1.65,0.18,9.41,-0.08,0.03,"0.14"
2,1.47,0.26,9.35,-0.04,-0.05,0.13
2,1.87,0.36,9.16,-0.03,0.08,0.17
2,1.55,0.34,9.06,-0.04,-0.00,0.16
2,1.64,0.35,9.22,-0.10,0.03,0.18
2,1.44,0.34,9.37,-0.03,-0.16,0.25
2,1.98,0.55,9.19,-0.06,-0.19,0.23
2,2.04,0.38,9.43,-0.14,0.03,0.16
2,1.80,0.20,9.61,-0.09,0.02,0.16
2,1.79,0.30,9.48,-0.01,0.00,0.13
