label,ax,ay,az,gx,gy,gz
3,0.15,9.47,2.13,-0.36,-0.50,0.35
3,0.73,8.73,2.72,-0.33,-0.33,0.21
3,0.12,8.09,3.64,-0.45,-0.06,"0.10"
3,-0.07,7.90,4.09,-0.38,0.02,0.20
3,-0.51,8.10,4.33,-0.40,0.17,0.34
3,-0.62,9.35,4.20,-0.32,-0.14,1.10
3,1.56,8.23,4.87,-1.08,-0.68,"1.19"
3,2.41,6.07,4.90,-0.86,-0.39,0.93
3,-0.00,5.84,3.15,-0.48,0.72,0.81
3,-3.00,5.48,2.40,-0.67,0.66,"1.27"
3,-2.29,3.62,1.81,-0.83,-0.15,"1.85"
3,-3.62,-0.04,2.01,-0.93,-0.37,2.05
3,-3.93,-1.13,-1.18,-1.69,-1.61,3.29
3,-5.52,-10.75,-3.46,-2.90,-3.57,4.67
3,0.33,-21.65,-9.08,-2.60,-5.55,"4.86"
3,7.34,-35.84,-11.41,-1.93,-3.65,"8.67"
3,19.66,-42.17,-6.53,-1.76,-1.59,"8.32"
3,25.07,-30.35,-0.51,-1.01,0.56,6.43
3,23.05,-20.97,1.89,-0.63,0.09,4.55
3,19.62,-16.21,1.36,-0.58,-0.32,2.44
3,12.28,-8.26,0.63,-0.18,0.48,0.82
3,4.92,-9.11,0.71,-0.77,0.62,"0.02"
3,1.77,-9.63,0.12,0.15,0.11,-0.05
3,1.25,-9.43,-1.68,0.28,0.41,-0.26
3,0.12,-10.14,-1.87,-0.18,0.21,"-0.37"
3,-0.17,-9.88,-1.54,0.05,0.53,"-0.42"
3,0.24,-9.63,-1.24,0.25,0.46,-0.42
3,-1.57,-9.59,-0.05,0.60,0.65,-0.30
3,0.96,-11.29,-2.15,0.82,-0.11,-0.11
3,0.86,-9.33,-1.43,0.38,0.07,-0.33
3,1.40,-10.79,-1.37,-0.18,0.23,-0.56
3,0.65,-9.82,-0.65,0.01,0.24,-0.52
3,1.38,-9.92,-1.12,0.28,0.29,"-0.39"
3,0.80,-10.10,-0.82,0.22,0.24,"-0.38"
3,1.02,-9.67,-0.80,0.23,0.09,-0.27
3,1.57,-10.02,-0.68,-0.31,0.10,"-0.22"
3,1.82,-10.27,-0.55,-0.30,0.38,-0.10
3,1.69,-10.11,-0.25,-0.24,0.65,"-0.09"
3,1.61,-9.94,-0.09,-0.09,0.60,-0.21
3,2.08,-9.90,-0.08,-0.10,0.42,-0.06
3,2.49,-10.06,-0.10,-0.01,0.39,"-0.14"
3,2.54,-9.93,-0.06,0.09,0.38,-0.20
3,2.53,-10.01,0.08,0.09,0.27,"-0.27"
3,2.56,-10.22,0.15,0.41,0.27,-0.27
3,2.37,-9.27,0.36,0.40,0.27,-0.21
3,2.60,-9.79,0.22,-0.05,0.11,"-0.16"
3,2.79,-9.45,0.37,0.08,0.26,"-0.11"
3,2.75,-9.52,0.34,-0.07,0.32,-0.08
3,2.77,-9.61,0.50,-0.02,0.32,-0.10
3,3.28,-10.08,1.05,0.35,0.54,"-0.27"
